1	1	北京市	010
2	2	天津市	022
3	3	石家庄市	0311
4	3	唐山市	0315
5	3	秦皇岛市	0335
6	3	邯郸市	0310
7	3	邢台市	0319
8	3	保定市	0312
9	3	张家口市	0313
10	3	承德市	0314
11	3	沧州市	0317
12	3	廊坊市	0316
13	3	衡水市	0318
14	4	太原市	0351
15	4	大同市	0352
16	4	阳泉市	0353
17	4	长治市	0355
18	4	晋城市	0356
19	4	朔州市	0349
20	4	晋中市	0354
21	4	运城市	0359
22	4	忻州市	0350
23	4	临汾市	0357
24	4	吕梁市	0358
25	5	呼和浩特市	0471
26	5	包头市	0472
27	5	乌海市	0473
28	5	赤峰市	0476
29	5	通辽市	0475
30	5	鄂尔多斯市	0477
31	5	呼伦贝尔市	0470
32	5	巴彦淖尔市	0478
33	5	乌兰察布市	0474
34	5	兴安盟	0482
35	5	锡林郭勒盟	0479
36	5	阿拉善盟	0483
37	6	沈阳市	024
38	6	大连市	0411
39	6	鞍山市	0412
40	6	抚顺市	0413
41	6	本溪市	0414
42	6	丹东市	0415
43	6	锦州市	0416
44	6	营口市	0417
45	6	阜新市	0418
46	6	辽阳市	0419
47	6	盘锦市	0427
48	6	铁岭市	0410
49	6	朝阳市	0421
50	6	葫芦岛市	0429
51	7	长春市	0431
52	7	吉林市	0432
53	7	四平市	0434
54	7	辽源市	0437
55	7	通化市	0435
56	7	白山市	0439
57	7	松原市	0438
58	7	白城市	0436
59	7	延边朝鲜族自治州	0433
60	8	哈尔滨市	0451
61	8	齐齐哈尔市	0452
62	8	鸡西市	0467
63	8	鹤岗市	0454
64	8	双鸭山市	0454
65	8	大庆市	0459
66	8	伊春市	0458
67	8	佳木斯市	0454
68	8	七台河市	0464
69	8	牡丹江市	0453
70	8	黑河市	0456
71	8	绥化市	0455
72	8	大兴安岭地区	0457
73	9	上海市	021
74	10	南京市	025
75	10	无锡市	0510
76	10	徐州市	0516
77	10	常州市	0519
78	10	苏州市	0512
79	10	南通市	0513
80	10	连云港市	0518
81	10	淮安市	0517
82	10	盐城市	0515
83	10	扬州市	0514
84	10	镇江市	0511
85	10	泰州市	0523
86	10	宿迁市	0527
87	11	杭州市	0571
88	11	宁波市	0574
89	11	温州市	0577
90	11	嘉兴市	0573
91	11	湖州市	0572
92	11	绍兴市	0575
93	11	金华市	0579
94	11	衢州市	0570
95	11	舟山市	0580
96	11	台州市	0576
97	11	丽水市	0578
98	12	合肥市	0551
99	12	芜湖市	0553
100	12	蚌埠市	0552
101	12	淮南市	0554
102	12	马鞍山市	0555
103	12	淮北市	0561
104	12	铜陵市	0562
105	12	安庆市	0556
106	12	黄山市	0559
107	12	滁州市	0550
108	12	阜阳市	0558
109	12	宿州市	0557
110	12	巢湖市	0565
111	12	六安市	0564
112	12	亳州市	0558
113	12	池州市	0566
114	12	宣城市	0563
115	13	福州市	0591
116	13	厦门市	0592
117	13	莆田市	0594
118	13	三明市	0598
119	13	泉州市	0595
120	13	漳州市	0596
121	13	南平市	0599
122	13	龙岩市	0597
123	13	宁德市	0593
124	14	南昌市	0791
125	14	景德镇市	0798
126	14	萍乡市	0799
127	14	九江市	0792
128	14	新余市	0790
129	14	鹰潭市	0701
130	14	赣州市	0797
131	14	吉安市	0796
132	14	宜春市	0795
133	14	抚州市	0794
134	14	上饶市	0793
135	15	济南市	0531
136	15	青岛市	0532
137	15	淄博市	0533
138	15	枣庄市	0632
139	15	东营市	0546
140	15	烟台市	0535
141	15	潍坊市	0536
142	15	济宁市	0537
143	15	泰安市	0538
144	15	威海市	0631
145	15	日照市	0633
146	15	莱芜市	0634
147	15	临沂市	0539
148	15	德州市	0534
149	15	聊城市	0635
150	15	滨州市	0543
151	15	菏泽市	0530
152	16	郑州市	0371
153	16	开封市	0378
154	16	洛阳市	0379
155	16	平顶山市	0375
156	16	安阳市	0372
157	16	鹤壁市	0392
158	16	新乡市	0373
159	16	焦作市	0391
160	16	濮阳市	0393
161	16	许昌市	0374
162	16	漯河市	0395
163	16	三门峡市	0398
164	16	南阳市	0377
165	16	商丘市	0370
166	16	信阳市	0376
167	16	周口市	0394
168	16	驻马店市	0396
169	16	济源市	0391
170	17	武汉市	027
171	17	黄石市	0714
172	17	十堰市	0719
173	17	宜昌市	0717
174	17	襄樊市	0710
175	17	鄂州市	0711
176	17	荆门市	0724
177	17	孝感市	0712
178	17	荆州市	0716
179	17	黄冈市	0713
180	17	咸宁市	0715
181	17	随州市	0722
182	17	恩施土家族苗族自治州	0718
183	17	省直辖县级行政单位	0728
184	18	长沙市	0731
185	18	株洲市	0733
186	18	湘潭市	0732
187	18	衡阳市	0734
188	18	邵阳市	0739
189	18	岳阳市	0730
190	18	常德市	0736
191	18	张家界市	0744
192	18	益阳市	0737
193	18	郴州市	0735
194	18	永州市	0746
195	18	怀化市	0745
196	18	娄底市	0738
197	18	湘西土家族苗族自治州	0743
198	19	广州市	020
199	19	韶关市	0751
200	19	深圳市	0755
201	19	珠海市	0756
202	19	汕头市	0754
203	19	佛山市	0757
204	19	江门市	0750
205	19	湛江市	0759
206	19	茂名市	0668
207	19	肇庆市	0758
208	19	惠州市	0752
209	19	梅州市	0753
210	19	汕尾市	0660
211	19	河源市	0762
212	19	阳江市	0662
213	19	清远市	0763
214	19	东莞市	0769
215	19	中山市	0760
216	19	潮州市	0768
217	19	揭阳市	0663
218	19	云浮市	0766
219	20	南宁市	0771
220	20	柳州市	0772
221	20	桂林市	0773
222	20	梧州市	0774
223	20	北海市	0779
224	20	防城港市	0770
225	20	钦州市	0777
226	20	贵港市	0775
227	20	玉林市	0775
228	20	百色市	0776
229	20	贺州市	0774
230	20	河池市	0778
231	20	来宾市	0772
232	20	崇左市	0771
233	21	海口市	0898
234	21	三亚市	0898
235	21	省直辖县级行政单位	0898
236	22	重庆市	023
237	23	成都市	028
238	23	自贡市	0813
239	23	攀枝花市	0812
240	23	泸州市	0830
241	23	德阳市	0838
242	23	绵阳市	0816
243	23	广元市	0839
244	23	遂宁市	0825
245	23	内江市	0832
246	23	乐山市	0833
247	23	南充市	0817
248	23	眉山市	0833
249	23	宜宾市	0831
250	23	广安市	0826
251	23	达州市	0818
252	23	雅安市	0835
253	23	巴中市	0827
254	23	资阳市	0832
255	23	阿坝藏族羌族自治州	0837
256	23	甘孜藏族自治州	0836
257	23	凉山彝族自治州	0834
258	24	贵阳市	0851
259	24	六盘水市	0858
260	24	遵义市	0852
261	24	安顺市	0853
262	24	铜仁地区	0856
263	24	黔西南布依族苗族自治州	0859
264	24	毕节地区	0857
265	24	黔东南苗族侗族自治州	0855
266	24	黔南布依族苗族自治州	0854
267	25	昆明市	0871
268	25	曲靖市	0874
269	25	玉溪市	0877
270	25	保山市	0875
271	25	昭通市	0870
272	25	丽江市	0888
273	25	普洱市	0879
274	25	临沧市	0883
275	25	楚雄彝族自治州	0878
276	25	红河哈尼族彝族自治州	0873
277	25	文山壮族苗族自治州	0876
278	25	西双版纳傣族自治州	0691
279	25	大理白族自治州	0872
280	25	德宏傣族景颇族自治州	0692
281	25	怒江傈僳族自治州	0886
282	25	迪庆藏族自治州	0887
283	26	拉萨市	0891
284	26	昌都地区	0895
285	26	山南地区	0893
286	26	日喀则地区	0892
287	26	那曲地区	0896
288	26	阿里地区	0897
289	26	林芝地区	0894
290	27	西安市	029
291	27	铜川市	0919
292	27	宝鸡市	0917
293	27	咸阳市	029
294	27	渭南市	0913
295	27	延安市	0911
296	27	汉中市	0916
297	27	榆林市	0912
298	27	安康市	0915
299	27	商洛市	0914
300	28	兰州市	0931
301	28	嘉峪关市	0937
302	28	金昌市	0935
303	28	白银市	0943
304	28	天水市	0938
305	28	武威市	0935
306	28	张掖市	0936
307	28	平凉市	0933
308	28	酒泉市	0937
309	28	庆阳市	0934
310	28	定西市	0932
311	28	陇南市	0939
312	28	临夏回族自治州	0930
313	28	甘南藏族自治州	0941
314	29	西宁市	0971
315	29	海东地区	0972
316	29	海北藏族自治州	0970
317	29	黄南藏族自治州	0973
318	29	海南藏族自治州	0974
319	29	果洛藏族自治州	0975
320	29	玉树藏族自治州	0976
